State Code,County Code,CO Units,CO Mean,State Name,County Name,City Name,NO2 Units,NO2 Mean,Ozone Units,Ozone Mean,SO2 Units,SO2 Mean,lat,lon,AQI
12,103,Parts per million,1.0904978650116368,Florida,Pinellas,Saint Petersburg,NA,NA,NA,NA,NA,NA,27.785866,-82.739875,NaN
26,105,NA,NA,Michigan,Mason,Ludington,NA,NA,NA,NA,Parts per billion,2.7099976032998567,43.943894,-86.435638,6
55,105,NA,NA,Wisconsin,Rock,Avalon,Parts per billion,4.171179861167002,NA,NA,NA,NA,42.567651999999995,-89.039554999999993,9.5
06,107,Parts per million,0.8395723612637362,California,Tulare,Visalia,Parts per billion,25.850002066852365,Parts per million,0.03409183458646616,Parts per billion,7.652787418526786,36.332178999999996,-119.291228,17.666666666666668
06,109,Parts per million,2.2639281139896372,California,Tuolumne,Sonora,NA,NA,NA,NA,NA,NA,37.649933,-120.381582,NaN
12,109,NA,NA,Florida,St. Johns,Not in a city,NA,NA,NA,NA,Parts per billion,4.2129340883518225,29.806912999999998,-81.530636,13
27,109,NA,NA,Minnesota,Olmsted,Not in a city,NA,NA,Parts per million,0.026285595588235292,NA,NA,44.003853,-92.414896,13
40,109,NA,NA,Oklahoma,Oklahoma,Oklahoma City,Parts per billion,19.82562711020408,NA,NA,NA,NA,35.477036,-97.494309,70
06,111,Parts per million,1.5227188798223703,California,Ventura,Simi Valley,NA,NA,NA,NA,NA,NA,34.30532,-118.98080025,20.333333333333332
06,113,Parts per million,0.8584811272328423,California,Yolo,Woodland,NA,NA,Parts per million,0.023165045038705135,NA,NA,38.672683,-121.789408,15
19,113,NA,NA,Iowa,Linn,Cedar Rapids,NA,NA,NA,NA,Parts per billion,7.829243903983353,41.972778999999996,-91.669902,14
39,113,NA,NA,Ohio,Montgomery,Dayton,Parts per billion,19.379082506294964,NA,NA,NA,NA,39.769200999999995,-84.211294,42
13,115,NA,NA,Georgia,Floyd,Not in a city,NA,NA,NA,NA,Parts per billion,7.253926038569274,34.2605,-85.3232,27
17,115,NA,NA,Illinois,Macon,Decatur,NA,NA,Parts per million,0.030559465587044532,NA,NA,39.874204,-88.925078,10
12,117,NA,NA,Florida,Seminole,Sanford,NA,NA,Parts per million,0.02415811137254902,NA,NA,28.746111,-81.31055599999999,51
21,117,Parts per million,1.8452108551912567,Kentucky,Kenton,Covington,NA,NA,NA,NA,NA,NA,39.085616,-84.50938699999999,NaN
55,117,NA,NA,Wisconsin,Sheboygan,Not in a city,Parts per billion,8.989285231428571,NA,NA,Parts per billion,3.975476858738135,43.709717999999995,-87.740364,4.5
05,119,NA,NA,Arkansas,Pulaski,North Little Rock,Parts per billion,8.328504179190752,NA,NA,Parts per billion,10.476251722152405,34.756378999999995,-92.298283,13
17,119,Parts per million,1.843607960904844,Illinois,Madison,Alton,NA,NA,NA,NA,NA,NA,38.875881,-90.194554,NaN
13,121,Parts per million,1.6735706572568272,Georgia,Fulton,Atlanta,Parts per billion,32.37059669230769,NA,NA,Parts per billion,8.441324996245894,33.752625,-84.383325,51
19,121,NA,NA,Iowa,Madison,Not in a city,NA,NA,Parts per million,0.030304092130518233,NA,NA,41.328323,-94.01689499999999,19
08,123,Parts per million,1.708709529617946,Colorado,Weld,Greeley,NA,NA,Parts per million,0.027310358916478553,NA,NA,40.41637,-104.70691,19
27,123,NA,NA,Minnesota,Ramsey,Roseville,Parts per billion,24.25917429239766,NA,NA,Parts per billion,6.423382527227723,45.016355,-93.181612,17
01,125,NA,NA,Alabama,Tuscaloosa,Not in a city,NA,NA,Parts per million,0.02204891420911528,NA,NA,33.251784,-87.44861499999999,40
26,125,Parts per million,1.607892905228758,Michigan,Oakland,Southfield,NA,NA,NA,NA,NA,NA,42.598366999999996,-83.2189605,37.5
13,127,NA,NA,Georgia,Glynn,Brunswick,NA,NA,NA,NA,Parts per billion,8.364391687273502,31.150786999999998,-81.47704399999999,17
18,127,NA,NA,Indiana,Porter,Not in a city,Parts per billion,9.487210074452554,NA,NA,NA,NA,20.6441865,-43.4739005,31
18,129,NA,NA,Indiana,Posey,Not in a city,Parts per billion,19.80610490909091,NA,NA,Parts per billion,7.062587837116155,37.902542,-87.732798,71
37,129,NA,NA,North Carolina,New Hanover,Castle Hayne,NA,NA,Parts per million,0.03439967407407407,NA,NA,34.364167,-77.838611,43
26,131,NA,NA,Michigan,Ontonagon,Not in a city,NA,NA,NA,NA,Parts per billion,2.5552477427077602,46.783556999999995,-89.563209,0
51,131,NA,NA,Virginia,Northampton,Not in a city,NA,NA,Parts per million,0.039217338150289015,NA,NA,37.28986,-75.971321,42
17,133,NA,NA,Illinois,Monroe,Waterloo,NA,NA,Parts per million,0.026662218073188946,NA,NA,38.330608999999995,-90.15983399999999,6
42,133,Parts per million,1.014839759142497,Pennsylvania,York,York,Parts per billion,25.891797207715133,NA,NA,Parts per billion,12.397943707386364,39.965278,-76.699444,55.5
39,135,NA,NA,Ohio,Preble,New Paris,NA,NA,Parts per million,0.029368051004636783,NA,NA,39.83562,-84.720524,12
48,135,Parts per million,0.3519246645962733,Texas,Ector,Odessa,Parts per billion,12.48859738271605,NA,NA,Parts per billion,1.9833938953488373,31.872346999999998,-102.352921,26
27,137,Parts per million,2.493858949175824,Minnesota,Saint Louis,Duluth,NA,NA,NA,NA,Parts per billion,4.878140708198838,46.78362,-92.10251,7
19,139,NA,NA,Iowa,Muscatine,Muscatine,NA,NA,NA,NA,Parts per billion,6.877178018598322,41.437528,-91.075429,0
55,139,NA,NA,Wisconsin,Winnebago,Oshkosh,NA,NA,Parts per million,0.0290296568627451,NA,NA,44.075817,-88.528724,1
18,141,NA,NA,Indiana,St. Joseph,Granger,NA,NA,Parts per million,0.02246075920873124,NA,NA,41.7181285,-86.173597,36
27,141,Parts per million,1.6998638602540834,Minnesota,Sherburne,St. Cloud,NA,NA,NA,NA,NA,NA,45.560243,-94.1636,NaN
48,141,NA,NA,Texas,El Paso,El Paso,Parts per billion,23.203774467043313,NA,NA,NA,NA,31.763075999999998,-106.486712,38
17,143,Parts per million,1.94128887342611,Illinois,Peoria,Peoria,NA,NA,NA,NA,NA,NA,40.69122899999999,-89.59713099999999,6.5
40,143,NA,NA,Oklahoma,Tulsa,Tulsa,Parts per billion,18.1041767366985,NA,NA,NA,NA,36.160925999999996,-95.97833,37
21,145,Parts per million,1.0402520917190776,Kentucky,McCracken,Paducah,NA,NA,NA,NA,NA,NA,37.12357333333333,-88.73505333333333,43
18,147,NA,NA,Indiana,Spencer,Not in a city,Parts per billion,9.811143698959167,NA,NA,NA,NA,38.002692499999995,-86.901655,65.5
26,147,Parts per million,3.1967779615384613,Michigan,St. Clair,Port Huron,NA,NA,Parts per million,0.02186317403314917,NA,NA,42.947807999999995,-82.441581,4
28,149,NA,NA,Mississippi,Warren,Vicksburg,NA,NA,NA,NA,Parts per billion,6.454393034542314,32.32298,-90.887216,6
39,151,Parts per million,1.0980687779527558,Ohio,Stark,Canton,Parts per billion,28.86347880952381,Parts per million,0.026692199115044248,NA,NA,40.792458999999994,-81.39191249999999,48.333333333333336
18,153,NA,NA,Indiana,Sullivan,Not in a city,Parts per billion,17.032484005586593,NA,NA,Parts per billion,15.045098278701717,39.208650999999996,-87.553634,67
19,153,Parts per million,2.2636819123461396,Iowa,Polk,Des Moines,NA,NA,NA,NA,NA,NA,41.643460499999996,-93.54715999999999,14
39,155,NA,NA,Ohio,Trumbull,Warren,NA,NA,NA,NA,Parts per billion,7.8379229836309525,41.233577,-80.817501,50
