State Code,County Code,CO Units,CO Mean,State Name,County Name,City Name,NO2 Units,NO2 Mean,Ozone Units,Ozone Mean,SO2 Units,SO2 Mean,lat,lon,AQI
51,036,NA,NA,Virginia,Charles,Not in a city,Parts per billion,4.094755613636363,Parts per million,0.03143065853658537,Parts per billion,0.5016002849002849,37.34438,-77.25925,13.333333333333334
06,037,Parts per million,0.31501569478102476,California,Los Angeles,Azusa,Parts per billion,12.328918221376998,Parts per million,0.032571396006859384,NA,NA,34.101545,-118.075395,18.333333333333332
06,039,Parts per million,0.29247711877535965,California,Madera,Madera,Parts per billion,8.575016240370898,Parts per million,0.03271180929844098,NA,NA,36.867125,-120.010158,25.5
34,039,NA,NA,New Jersey,Union,Elizabeth,NA,NA,NA,NA,Parts per billion,0.8085568390064397,40.662434999999995,-74.214854,1
06,041,Parts per million,0.40597596896551724,California,Marin,San Rafael,Parts per billion,6.708024178518518,Parts per million,0.031059033474065138,NA,NA,37.97231,-122.520004,26
08,041,NA,NA,Colorado,El Paso,Colorado Springs,NA,NA,NA,NA,Parts per billion,0.9317983393602225,38.830895,-104.839243,1
06,043,NA,NA,California,Mariposa,Not in a city,NA,NA,Parts per million,0.03277886301369863,NA,NA,37.713249999999995,-119.70620000000001,36
18,043,NA,NA,Indiana,Floyd,Not in a city,NA,NA,NA,NA,Parts per billion,1.4961364507042254,38.367967,-85.832955,14
06,045,NA,NA,California,Mendocino,Ukiah,NA,NA,Parts per million,0.0328938461794573,NA,NA,39.14566,-123.20298,20
08,045,NA,NA,Colorado,Garfield,Battlement Mesa,Parts per billion,6.883860421011058,NA,NA,NA,NA,39.43806,-108.02611,13
18,045,NA,NA,Indiana,Fountain,Not in a city,NA,NA,NA,NA,Parts per billion,0.6538676403190717,39.964200000000005,-87.421398,4
06,047,NA,NA,California,Merced,Not in a city,Parts per billion,3.569924832175307,Parts per million,0.035085798044302535,NA,NA,37.281853,-120.433671,21.5
01,049,NA,NA,Alabama,DeKalb,Crossville,NA,NA,Parts per million,0.032482853680841334,NA,NA,34.289001,-85.97006499999999,29
28,049,Parts per million,0.2580089971910112,Mississippi,Hinds,Jackson,Parts per billion,10.313554213720316,NA,NA,Parts per billion,0.5106520743598737,32.329111,-90.182722,5.5
01,051,NA,NA,Alabama,Elmore,Wetumpka,NA,NA,Parts per million,0.031047416547106646,NA,NA,32.498567,-86.13658699999999,32
13,051,NA,NA,Georgia,Chatham,Savannah,NA,NA,NA,NA,Parts per billion,1.617688062469616,32.06848,-81.04942,4
22,051,NA,NA,Louisiana,Jefferson,Kenner,Parts per billion,7.78429518627451,NA,NA,NA,NA,30.041238,-90.272826,7
41,051,Parts per million,0.27515056986301367,Oregon,Multnomah,Portland,NA,NA,NA,NA,NA,NA,45.496641,-122.602877,NaN
06,053,Parts per million,0.266768297716895,California,Monterey,Salinas,Parts per billion,6.513816004456328,NA,NA,NA,NA,36.5880655,-121.6783005,28.5
27,053,NA,NA,Minnesota,Hennepin,Minneapolis,NA,NA,NA,NA,Parts per billion,0.5271531075601374,44.980995,-93.273719,0
01,055,NA,NA,Alabama,Etowah,Southside,NA,NA,Parts per million,0.02949085321864595,NA,NA,33.904039,-86.053867,35
06,055,Parts per million,0.32664472087244617,California,Napa,Napa,Parts per billion,8.861728321775312,NA,NA,NA,NA,38.310942,-122.296189,26
31,055,NA,NA,Nebraska,Douglas,Omaha,NA,NA,NA,NA,Parts per billion,0.8108108753424658,41.247485999999995,-95.973142,0
06,057,NA,NA,California,Nevada,Grass Valley,NA,NA,Parts per million,0.03172988900329489,NA,NA,39.233477,-121.055608,43
08,057,NA,NA,Colorado,Jackson,Not in a city,Parts per billion,5.371743457070707,NA,NA,NA,NA,40.882222,-106.306111,1
12,057,Parts per million,0.2790773538788523,Florida,Hillsborough,Tampa,NA,NA,NA,NA,NA,NA,27.8477915,-82.46614299999999,6
06,059,Parts per million,0.4047969470797916,California,Orange,Anaheim,Parts per billion,12.5121023924581,Parts per million,0.03344140529949617,NA,NA,33.752629999999996,-117.932065,21
06,061,NA,NA,California,Placer,Roseville,Parts per billion,12.884037816170862,NA,NA,NA,NA,38.841055,-121.18228500000001,27.5
21,061,Parts per million,0.32913335857461024,Kentucky,Edmonson,Not in a city,NA,NA,NA,NA,Parts per billion,0.9954319908759124,37.131789999999995,-86.14295299999999,4
18,063,NA,NA,Indiana,Hendricks,Avon,NA,NA,Parts per million,0.031213595939490444,NA,NA,39.758707,-86.3985,41
22,063,NA,NA,Louisiana,Livingston,French Settlement,Parts per billion,4.004050983333333,NA,NA,NA,NA,30.315406,-90.81138299999999,5
37,063,NA,NA,North Carolina,Durham,Durham,NA,NA,NA,NA,Parts per billion,1.160905533596838,36.032955,-78.904037,0
53,063,Parts per million,0.5067386502890173,Washington,Spokane,Spokane,NA,NA,NA,NA,NA,NA,47.653780999999995,-117.41799,NaN
06,065,Parts per million,0.23530449642464246,California,Riverside,Palm Springs,NA,NA,NA,NA,NA,NA,33.76032425,-116.71656725,15.666666666666666
06,067,Parts per million,0.31289234537675303,California,Sacramento,Not in a city,Parts per billion,6.812005556511628,Parts per million,0.030415554775761723,NA,NA,38.6629345,-121.374552,19.666666666666668
02,068,NA,NA,Alaska,Denali,Not in a city,NA,NA,Parts per million,0.032703334246575344,NA,NA,63.723200000000006,-148.9676,29
01,069,NA,NA,Alabama,Houston,Dothan,NA,NA,Parts per million,0.032200591405032286,NA,NA,31.188933,-85.42309399999999,30
08,069,Parts per million,0.3289732012667136,Colorado,Larimer,Fort Collins,NA,NA,NA,NA,NA,NA,40.57747,-105.07892,NaN
42,069,NA,NA,Pennsylvania,Lackawanna,Scranton,Parts per billion,10.80090648189415,NA,NA,NA,NA,41.442778,-75.62305599999999,19
06,071,Parts per million,0.44297670238576625,California,San Bernardino,Barstow,Parts per billion,12.501078091863517,Parts per million,0.03581342038466571,NA,NA,34.702470500000004,-117.175172,24
01,073,Parts per million,0.38363300114788595,Alabama,Jefferson,Birmingham,Parts per billion,10.108697333604999,Parts per million,0.029738494565896313,Parts per billion,0.763470864498645,33.553056,-86.815,15
06,075,Parts per million,0.4117992,California,San Francisco,San Francisco,Parts per billion,6.630982628733997,Parts per million,0.029729735395189003,NA,NA,37.765946,-122.399044,31.5
06,077,Parts per million,0.2715404465753425,California,San Joaquin,Stockton,Parts per billion,9.011215748953974,Parts per million,0.03005482894736842,NA,NA,37.950741,-121.268523,27
29,077,NA,NA,Missouri,Greene,Springfield,NA,NA,NA,NA,Parts per billion,1.3075213219858155,37.12263,-93.263353,6
06,079,NA,NA,California,San Luis Obispo,Morro Bay,Parts per billion,6.768053842952275,NA,NA,NA,NA,35.333936,-120.687834,13.333333333333334
45,079,Parts per million,0.2421764205974843,South Carolina,Richland,Dentsville (Dents),NA,NA,NA,NA,NA,NA,34.093959,-80.962304,NaN
06,081,Parts per million,0.31127361710887463,California,San Mateo,Redwood City,Parts per billion,14.011305428176795,Parts per million,0.028716175967823027,NA,NA,37.482934,-122.20337,30
12,081,NA,NA,Florida,Manatee,Not in a city,NA,NA,NA,NA,Parts per billion,1.3225145562730627,27.638925,-82.547648,4
06,083,Parts per million,0.21584730509641872,California,Santa Barbara,Santa Barbara,NA,NA,NA,NA,NA,NA,34.44511249999999,-119.858364,15
06,085,Parts per million,0.46132455260750227,California,Santa Clara,San Jose,Parts per billion,15.229153957123097,NA,NA,Parts per billion,2.666280565337001,37.174034,-121.734791,21.333333333333332
12,086,Parts per million,0.1985723904455673,Florida,Miami-Dade,Miami,NA,NA,NA,NA,NA,NA,25.751488666666667,-80.29619833333332,15.666666666666666
06,087,NA,NA,California,Santa Cruz,Live Oak,NA,NA,Parts per million,0.03019161900558988,NA,NA,36.98332,-121.98822,27
22,087,NA,NA,Louisiana,St. Bernard,Meraux,NA,NA,NA,NA,Parts per billion,1.0573876990415336,29.939614,-89.92388299999999,10
30,087,NA,NA,Montana,Rosebud,Not in a city,Parts per billion,2.807133352368592,NA,NA,NA,NA,45.366150999999995,-106.48982,1
51,087,Parts per million,0.2516589794520548,Virginia,Henrico,East Highland Park,NA,NA,NA,NA,NA,NA,37.55652,-77.40026999999999,NaN
01,089,NA,NA,Alabama,Madison,Huntsville,NA,NA,Parts per million,0.030667398473282443,NA,NA,34.687761,-86.586362,35
12,089,NA,NA,Florida,Nassau,Fernandina Beach,NA,NA,NA,NA,Parts per billion,0.8623884086051744,30.658552,-81.463168,4
13,089,Parts per million,0.49995299188191883,Georgia,DeKalb,Not in a city,Parts per billion,11.87483332037037,NA,NA,NA,NA,33.6878,-84.29050000000001,22
02,090,Parts per million,0.4083812480974125,Alaska,Fairbanks North Star,Fairbanks,Parts per billion,12.681606365439093,Parts per million,0.014853961002785515,Parts per billion,6.672899373925501,64.84568999999999,-147.727413,20.333333333333332
12,091,NA,NA,Florida,Okaloosa,Fort Walton Beach,NA,NA,Parts per million,0.03019497619047619,NA,NA,30.426533,-86.666217,19
42,091,NA,NA,Pennsylvania,Montgomery,Norristown,NA,NA,NA,NA,Parts per billion,0.696639461722488,40.112221999999996,-75.309167,1
06,093,NA,NA,California,Siskiyou,Yreka,NA,NA,Parts per million,0.03235737483266399,NA,NA,41.726892,-122.633579,26
08,093,NA,NA,Colorado,Park,Not in a city,Parts per billion,0.3859844060150376,NA,NA,NA,NA,39.240277999999996,-105.983056,1
29,093,NA,NA,Missouri,Iron,Not in a city,NA,NA,NA,NA,Parts per billion,0.8788448596127247,37.652139999999996,-91.11689,10
06,095,Parts per million,0.4052910852165725,California,Solano,Vallejo,Parts per billion,9.511344277334851,Parts per million,0.028070126967471142,Parts per billion,1.5087581844178581,38.102506999999996,-122.237976,18.666666666666668
01,097,NA,NA,Alabama,Mobile,Chickasaw,NA,NA,Parts per million,0.028613242781520692,NA,NA,30.770180999999997,-88.087761,25
06,097,Parts per million,0.3952783104082383,California,Sonoma,Sebastopol,Parts per billion,11.078862402509651,NA,NA,NA,NA,38.403765,-122.818294,22
18,097,NA,NA,Indiana,Marion,Indianapolis (Remainder),NA,NA,NA,NA,Parts per billion,1.0006910083682008,39.749027,-86.186269,0
06,099,Parts per million,0.2592002362728785,California,Stanislaus,Modesto,NA,NA,Parts per million,0.030686372875092387,NA,NA,37.565241,-120.91511,25
17,099,NA,NA,Illinois,La Salle,Oglesby,NA,NA,NA,NA,Parts per billion,0.7741311564171123,41.293015,-89.049425,1
01,101,NA,NA,Alabama,Montgomery,Montgomery,NA,NA,Parts per million,0.029940889374090247,NA,NA,32.412811,-86.26339399999999,33
06,101,Parts per million,0.25144741408934707,California,Sutter,Sutter,NA,NA,NA,NA,NA,NA,39.1721725,-121.71945550000001,25
21,101,NA,NA,Kentucky,Henderson,Not in a city,NA,NA,NA,NA,Parts per billion,1.2157434622036263,37.8712,-87.46374999999999,3
01,103,NA,NA,Alabama,Morgan,Decatur,NA,NA,Parts per million,0.03132983010365029,NA,NA,34.530716999999996,-86.967536,36
08,103,NA,NA,Colorado,Rio Blanco,Not in a city,Parts per billion,3.3730010579310346,NA,NA,NA,NA,40.038889,-107.84750000000001,4
12,103,Parts per million,0.13114992984869325,Florida,Pinellas,Clearwater,NA,NA,NA,NA,NA,NA,27.878217999999997,-82.6517655,0
12,105,NA,NA,Florida,Polk,Lakeland,NA,NA,Parts per million,0.02890173382352941,Parts per billion,0.9324509924369748,27.939746,-82.000084,19
37,105,NA,NA,North Carolina,Lee,Sanford,Parts per billion,1.403100095890411,NA,NA,NA,NA,35.432500000000005,-79.2887,2
06,107,NA,NA,California,Tulare,Visalia,Parts per billion,8.84126907453416,NA,NA,NA,NA,36.449153499999994,-119.03446400000001,34.5
12,107,NA,NA,Florida,Putnam,Not in a city,NA,NA,NA,NA,Parts per billion,1.3136940726256983,29.687748,-81.656509,6
06,109,NA,NA,California,Tuolumne,Sonora,NA,NA,Parts per million,0.03342566877859909,NA,NA,37.98178,-120.378551,31
18,109,NA,NA,Indiana,Morgan,Martinsville,NA,NA,NA,NA,Parts per billion,0.947733682320442,39.514179,-86.391795,3
40,109,Parts per million,0.2518720733452594,Oklahoma,Oklahoma,Oklahoma City,NA,NA,NA,NA,NA,NA,35.490053,-97.536145,25
06,111,NA,NA,California,Ventura,Simi Valley,Parts per billion,9.698269934365781,NA,NA,NA,NA,34.2432425,-118.777097,29.5
21,111,Parts per million,0.30356908877284594,Kentucky,Jefferson,Louisville,NA,NA,NA,NA,NA,NA,38.144835,-85.77627999999999,60
01,113,NA,NA,Alabama,Russell,Ladonia,NA,NA,Parts per million,0.030932652119309262,NA,NA,32.467349999999996,-85.08344699999999,33
06,113,NA,NA,California,Yolo,Not in a city,Parts per billion,6.732388119266055,NA,NA,NA,NA,38.53445,-121.77340000000001,17
19,113,Parts per million,0.31624573419041,Iowa,Linn,Cedar Rapids,NA,NA,NA,NA,Parts per billion,0.5285138713991769,41.976769999999995,-91.68766,0
12,115,NA,NA,Florida,Sarasota,Sarasota,Parts per billion,1.8928211643835615,NA,NA,NA,NA,27.328772999999998,-82.525049,13.5
13,115,NA,NA,Georgia,Floyd,Not in a city,NA,NA,NA,NA,Parts per billion,1.6658801118373274,34.2605,-85.3232,23
01,117,NA,NA,Alabama,Shelby,Helena,NA,NA,Parts per million,0.03127207061068702,NA,NA,33.317142,-86.82575399999999,38
17,117,NA,NA,Illinois,Macoupin,Nilwood,NA,NA,NA,NA,Parts per billion,0.7980061742209632,39.396074999999996,-89.809739,1
42,117,NA,NA,Pennsylvania,Tioga,Not in a city,Parts per billion,2.5052099221556885,NA,NA,NA,NA,41.644722,-76.939167,4
01,119,NA,NA,Alabama,Sumter,Not in a city,NA,NA,Parts per million,0.02915749880541545,NA,NA,32.362606,-88.277992,28
05,119,Parts per million,0.2798076292922214,Arkansas,Pulaski,North Little Rock,Parts per billion,9.548904105014191,NA,NA,Parts per billion,0.9517315352739726,34.756189,-92.281296,10
13,121,Parts per million,0.8022325780821917,Georgia,Fulton,Atlanta,Parts per billion,11.380255724838412,NA,NA,NA,NA,33.749571,-84.374358,18.666666666666668
08,123,Parts per million,0.33652657005899705,Colorado,Weld,Greeley,NA,NA,Parts per million,0.03535260331632653,NA,NA,40.386368,-104.73743999999999,29
42,123,NA,NA,Pennsylvania,Warren,Not in a city,NA,NA,NA,NA,Parts per billion,2.4058623406647115,41.844722,-79.169722,0
01,125,NA,NA,Alabama,Tuscaloosa,Tuscaloosa,NA,NA,Parts per million,0.02881623469387755,NA,NA,33.089771999999996,-87.459733,34
18,125,NA,NA,Indiana,Pike,Not in a city,NA,NA,NA,NA,Parts per billion,1.4259135876230662,38.518935,-87.248598,4
42,125,Parts per million,0.2750686174033149,Pennsylvania,Washington,Charleroi,Parts per billion,6.149654782608695,NA,NA,NA,NA,40.146667,-79.902222,10
12,127,NA,NA,Florida,Volusia,Port Orange,NA,NA,Parts per million,0.02979367819148936,NA,NA,29.109150999999997,-80.99366599999999,28
18,127,NA,NA,Indiana,Porter,Dune Acres,NA,NA,NA,NA,Parts per billion,1.0417862056786704,41.634104,-87.101452,14
46,127,NA,NA,South Dakota,Union,Not in a city,Parts per billion,2.971835862745098,NA,NA,NA,NA,42.751518,-96.707208,6
72,127,Parts per million,0.8825981291793313,Puerto Rico,San Juan,San Juan,NA,NA,NA,NA,NA,NA,18.449814,-66.05251,NaN
12,129,Parts per million,0.08975726348547718,Florida,Wakulla,Saint Marks,NA,NA,Parts per million,0.028794815978456012,Parts per billion,0.23157536300309597,30.0925,-84.16111099999999,12
20,133,NA,NA,Kansas,Neosho,Not in a city,Parts per billion,7.111949099585062,Parts per million,0.03125732711525649,Parts per billion,1.6466705452586208,37.67696,-95.47594,9.333333333333334
42,133,Parts per million,0.10460955757575757,Pennsylvania,York,York,NA,NA,NA,NA,NA,NA,39.965278,-76.699444,NaN
13,135,NA,NA,Georgia,Gwinnett,Not in a city,NA,NA,Parts per million,0.028613461883408072,NA,NA,33.9632,-84.0691,32
39,135,Parts per million,0.15760021074380165,Ohio,Preble,New Paris,NA,NA,NA,NA,Parts per billion,0.5986973452054795,39.83562,-84.720524,1
40,135,NA,NA,Oklahoma,Sequoyah,Roland,Parts per billion,5.045928891364903,NA,NA,NA,NA,35.408139999999996,-94.524413,11
19,137,NA,NA,Iowa,Montgomery,Not in a city,NA,NA,Parts per million,0.029731136938202247,NA,NA,40.969111999999996,-95.044951,36
29,137,NA,NA,Missouri,Monroe,Not in a city,Parts per billion,1.1477711452054795,NA,NA,Parts per billion,1.732548306849315,39.474976,-91.788991,2
05,139,NA,NA,Arkansas,Union,El Dorado,NA,NA,NA,NA,Parts per billion,1.2585402338200473,33.220563,-92.672263,1
21,139,NA,NA,Kentucky,Livingston,Not in a city,NA,NA,Parts per million,0.03025086117647059,NA,NA,37.155392,-88.394024,29
48,139,NA,NA,Texas,Ellis,Midlothian,Parts per billion,3.422023400843882,NA,NA,NA,NA,32.482082999999996,-97.026899,12
18,141,NA,NA,Indiana,St. Joseph,South Bend,Parts per billion,10.932021784299858,NA,NA,NA,NA,41.624163499999995,-86.292639,16.5
48,141,Parts per million,0.266593847706422,Texas,El Paso,El Paso,NA,NA,NA,NA,NA,NA,31.766985499999997,-106.478235,1
05,143,NA,NA,Arkansas,Washington,Springdale,NA,NA,Parts per million,0.029111618901267768,NA,NA,36.179700000000004,-94.116827,16
17,143,NA,NA,Illinois,Peoria,Peoria,NA,NA,NA,NA,Parts per billion,0.7161009881803189,40.687419999999996,-89.606943,1
40,143,Parts per million,0.24579237260273973,Oklahoma,Tulsa,Tulsa,Parts per billion,8.093658279452054,NA,NA,NA,NA,36.204902,-95.976537,16
18,145,NA,NA,Indiana,Shelby,Not in a city,NA,NA,Parts per million,0.031413767251461985,NA,NA,39.613367,-85.87066899999999,44
21,145,NA,NA,Kentucky,McCracken,Paducah,Parts per billion,6.0191490666666665,NA,NA,Parts per billion,1.1680397159375,37.05822,-88.57251,10
19,147,NA,NA,Iowa,Palo Alto,Emmetsburg,NA,NA,Parts per million,0.03151422521008403,NA,NA,43.123704,-94.693518,19
26,147,NA,NA,Michigan,St. Clair,Port Huron,NA,NA,NA,NA,Parts per billion,2.3037411726027397,42.953336,-82.456229,1
13,151,NA,NA,Georgia,Henry,McDonough,NA,NA,Parts per million,0.03116862808988764,NA,NA,33.433949,-84.161811,31
39,151,Parts per million,0.34609250274725273,Ohio,Stark,Canton,NA,NA,NA,NA,NA,NA,40.800717,-81.373,NaN
19,153,Parts per million,0.15299092502387773,Iowa,Polk,Des Moines,Parts per billion,6.47354382739726,Parts per million,0.03175592337164751,Parts per billion,0.5400553652751423,41.603159,-93.643118,18.333333333333332
39,155,NA,NA,Ohio,Trumbull,Not in a city,NA,NA,Parts per million,0.03604633195876288,NA,NA,41.240452999999995,-80.66272,15
17,157,NA,NA,Illinois,Randolph,Not in a city,NA,NA,Parts per million,0.03187827798810167,Parts per billion,1.0768340370898717,38.176277999999996,-89.78845899999999,5.5
47,157,Parts per million,0.25988610545790936,Tennessee,Shelby,Memphis,NA,NA,NA,NA,NA,NA,35.156227,-89.9561045,27
37,159,NA,NA,North Carolina,Rowan,Rockwell,NA,NA,Parts per million,0.030618424581005586,NA,NA,35.551868,-80.395039,28
17,161,NA,NA,Illinois,Rock Island,Rock Island Arsenal (U.S. Army),NA,NA,Parts per million,0.030834815753424658,NA,NA,41.514727,-90.51735,24
51,161,Parts per million,0.2395262287671233,Virginia,Roanoke,Vinton,Parts per billion,4.787048360465116,NA,NA,Parts per billion,0.3647111506849315,37.28342,-79.88452,7
17,163,Parts per million,0.3096148735406311,Illinois,Saint Clair,East Saint Louis,Parts per billion,10.46325448538961,Parts per million,0.02898411739502999,Parts per billion,1.7200391385254152,38.612034,-90.160477,16.333333333333332
26,165,NA,NA,Michigan,Wexford,Not in a city,NA,NA,Parts per million,0.030163025096525097,NA,NA,44.18089,-85.738985,34
51,165,NA,NA,Virginia,Rockingham,Not in a city,Parts per billion,8.447890785123967,NA,NA,Parts per billion,0.4109323808219178,38.47753,-78.81952,10.5
17,167,NA,NA,Illinois,Sangamon,Springfield,NA,NA,Parts per million,0.0322407673151751,NA,NA,39.816068,-89.6160755,12.5
48,167,NA,NA,Texas,Galveston,Galveston,Parts per billion,3.26285141369863,NA,NA,NA,NA,29.254474,-94.861289,13
18,169,NA,NA,Indiana,Wabash,Not in a city,NA,NA,Parts per million,0.031646986093552466,NA,NA,40.816038,-85.661408,23
02,170,NA,NA,Alaska,Matanuska-Susitna,Palmer,NA,NA,Parts per million,0.024023003846153846,NA,NA,61.598898,-149.10622,43
27,171,NA,NA,Minnesota,Wright,St. Michael,NA,NA,Parts per million,0.030764435185185183,NA,NA,45.20916,-93.66920999999999,22
18,173,NA,NA,Indiana,Warrick,Boonville,NA,NA,Parts per million,0.029328820337197047,NA,NA,37.994614,-87.29611449999999,6.5
20,173,NA,NA,Kansas,Sedgwick,Wichita,Parts per billion,7.2137456066481995,NA,NA,NA,NA,37.702065999999995,-97.314847,10
21,175,NA,NA,Kentucky,Morgan,Not in a city,NA,NA,Parts per million,0.03568483791208791,NA,NA,37.9214,-83.06620000000001,34
18,177,NA,NA,Indiana,Wayne,Richmond,NA,NA,NA,NA,Parts per billion,1.747583909090909,39.812256,-84.889927,1
19,177,NA,NA,Iowa,Van Buren,Not in a city,Parts per billion,1.4234856952908588,Parts per million,0.031153996216897854,NA,NA,40.695077999999995,-92.006318,19
17,179,NA,NA,Illinois,Tazewell,Pekin,NA,NA,NA,NA,Parts per billion,2.2775735437317786,40.55646,-89.654028,60
37,179,NA,NA,North Carolina,Union,Monroe,NA,NA,Parts per million,0.03180278922716628,NA,NA,34.974039,-80.540622,35
