State.Code,County.Code,Latitude,Longitude,Date.Local,CO.Units,CO.Mean,State.Name,County.Name,City.Name,NO2.Units,NO2.Mean,Ozone.Units,Ozone.Mean,SO2.Units,SO2.Mean,AQI
40,143,36.204902,-95.976537,2020-01-16,NA,NA,Oklahoma,Tulsa,Tulsa,Parts per billion,6.898603986842105,NA,NA,NA,NA,15.333333333333334
19,153,41.603159,-93.643118,2020-01-01,NA,NA,Iowa,Polk,Des Moines,Parts per billion,6.05312320661157,NA,NA,NA,NA,13
17,163,38.612034,-90.160477,2020-01-01,NA,NA,Illinois,Saint Clair,East Saint Louis,Parts per billion,8.44365725,NA,NA,Parts per billion,0.4197967849264706,16.666666666666668
19,177,40.695077999999995,-92.006318,2020-01-01,NA,NA,Iowa,Van Buren,Not in a city,Parts per billion,2.065082686440678,NA,NA,Parts per billion,0.3237121900826446,10.666666666666666
48,203,32.669001,-94.167468,2020-01-01,NA,NA,Texas,Harrison,Not in a city,Parts per billion,2.7034921,Parts per million,0.022961516666666668,NA,NA,14
48,231,33.153088,-96.115572,2020-01-01,NA,NA,Texas,Hunt,Greenville,Parts per billion,4.249297322580645,NA,NA,NA,NA,27
48,245,30.036421999999998,-94.071061,2020-01-01,NA,NA,Texas,Jefferson,Beaumont,Parts per billion,5.239453258064516,Parts per million,0.023600214876033056,NA,NA,17.333333333333332
48,255,28.88044,-97.888065,2020-01-01,NA,NA,Texas,Karnes,Karnes City,Parts per billion,4.550402096774193,NA,NA,NA,NA,16
48,257,32.564968,-96.31768699999999,2020-01-01,NA,NA,Texas,Kaufman,Kaufman,Parts per billion,4.462614548387097,Parts per million,0.02454632258064516,Parts per billion,0.32374370967741933,17
48,349,32.031934,-96.399141,2020-01-13,NA,NA,Texas,Navarro,Corsicana,Parts per billion,4.369428736842105,NA,NA,NA,NA,15
48,361,30.085262999999998,-93.761341,2020-01-01,NA,NA,Texas,Orange,West Orange,Parts per billion,4.698559129032258,Parts per million,0.02241141935483871,NA,NA,30.333333333333332
48,423,32.344027,-95.41575399999999,2020-01-01,NA,NA,Texas,Smith,Tyler,Parts per billion,2.0969258166666664,Parts per million,0.028490816666666665,NA,NA,20
48,439,32.987891,-97.477175,2020-01-01,NA,NA,Texas,Tarrant,Eagle Mountain,Parts per billion,9.925962235294117,Parts per million,0.021542516393442623,NA,NA,27.5
48,453,30.354436,-97.760255,2020-01-01,NA,NA,Texas,Travis,Austin,Parts per billion,9.596675451612903,Parts per million,0.024083193548387095,Parts per billion,0.10748307142857143,14.333333333333334
48,493,29.1307,-98.1481,2020-01-01,NA,NA,Texas,Wilson,Floresville,Parts per billion,5.4369126129032255,NA,NA,NA,NA,11
24,510,39.297733,-76.604603,2020-01-01,NA,NA,Maryland,Baltimore (City),Baltimore,Parts per billion,15.649710865168538,NA,NA,NA,NA,36
4,3,32.009409999999995,-109.38906,2020-01-01,NA,NA,Arizona,Cochise,Not in a city,NA,NA,Parts per million,0.028980528184892895,NA,NA,22.333333333333332
4,5,35.206111,-111.652777,2020-01-01,NA,NA,Arizona,Coconino,Flagstaff,NA,NA,Parts per million,0.03086619900497512,NA,NA,19
4,7,33.6547,-111.1074,2020-01-01,NA,NA,Arizona,Gila,Tonto National Monument,NA,NA,Parts per million,0.03374191666666666,NA,NA,34
23,9,44.351697,-68.22698,2020-03-02,NA,NA,Maine,Hancock,Not in a city,NA,NA,Parts per million,0.033737024943310656,NA,NA,17.666666666666668
18,11,39.997732,-86.395394,2020-01-01,NA,NA,Indiana,Boone,Not in a city,NA,NA,Parts per million,0.029099310256410254,NA,NA,17.5
4,12,34.243900000000004,-113.5586,2020-01-01,NA,NA,Arizona,La Paz,Wenden,NA,NA,Parts per million,0.035534362637362635,NA,NA,31
9,15,41.84046,-72.010368,2020-01-01,NA,NA,Connecticut,Windham,Not in a city,NA,NA,Parts per million,0.028512690802348334,NA,NA,10
4,17,34.82251,-109.89249,2020-01-01,NA,NA,Arizona,Navajo,Not in a city,NA,NA,Parts per million,0.030864455128205126,NA,NA,13.666666666666666
5,19,34.179500000000004,-93.09880000000001,2020-01-31,NA,NA,Arkansas,Clark,Not in a city,NA,NA,Parts per million,0.030874700116686114,NA,NA,5.333333333333333
4,21,33.293465,-111.285594,2020-01-01,NA,NA,Arizona,Pinal,Queen Valley,NA,NA,Parts per million,0.031037223684210524,NA,NA,12.333333333333334
16,23,43.460556,-113.562222,2020-01-01,NA,NA,Idaho,Butte,Not in a city,NA,NA,Parts per million,0.0307706162464986,NA,NA,14.333333333333334
4,25,34.612055,-112.463213,2020-01-01,NA,NA,Arizona,Yavapai,Prescott,NA,NA,Parts per million,0.031263091633466134,NA,NA,14.333333333333334
80,26,32.466389,-114.76861099999999,2020-01-01,NA,NA,Country Of Mexico,SONORA,Not in a city,NA,NA,Parts per million,0.02681356043956044,NA,NA,32
4,27,32.690278,-114.61444,2020-01-01,NA,NA,Arizona,Yuma,Yuma,NA,NA,Parts per million,0.0305530635451505,NA,NA,16.666666666666668
23,29,44.531907,-67.59586999999999,2020-02-24,NA,NA,Maine,Washington,Not in a city,NA,NA,Parts per million,0.030825349999999998,NA,NA,18
6,31,36.233274,-119.766212,2020-01-01,NA,NA,California,Kings,Not in a city,NA,NA,Parts per million,0.02989747038801906,NA,NA,21
22,33,30.419805,-91.18201599999999,2020-01-01,NA,NA,Louisiana,East Baton Rouge,Baton Rouge,NA,NA,Parts per million,0.027948895716945994,NA,NA,19.666666666666668
40,37,36.105481,-96.36119599999999,2020-01-01,NA,NA,Oklahoma,Creek,Mannford,NA,NA,Parts per million,0.03189045643153527,NA,NA,34
18,39,41.716958999999996,-85.824696,2020-01-01,NA,NA,Indiana,Elkhart,Bristol,NA,NA,Parts per million,0.031562066445182724,NA,NA,11
8,41,38.958341,-104.817215,2020-01-01,NA,NA,Colorado,El Paso,Air Force Academy,NA,NA,Parts per million,0.03315691216216216,NA,NA,22.5
6,43,37.713249999999995,-119.70620000000001,2020-01-01,NA,NA,California,Mariposa,Not in a city,NA,NA,Parts per million,0.031385929078014185,NA,NA,17.5
8,45,39.54182,-107.784125,2020-01-01,NA,NA,Colorado,Garfield,Rifle,NA,NA,Parts per million,0.03148363333333333,NA,NA,12.666666666666666
8,47,39.792519,-105.49127,2020-01-01,NA,NA,Colorado,Gilpin,Black Hawk,NA,NA,Parts per million,0.033302684763572676,NA,NA,20
1,49,34.289001,-85.97006499999999,2020-01-01,NA,NA,Alabama,DeKalb,Crossville,NA,NA,Parts per million,0.03106482225913621,NA,NA,23
8,51,38.9564,-106.98580000000001,2020-01-01,NA,NA,Colorado,Gunnison,Not in a city,NA,NA,Parts per million,0.03231276706827309,NA,NA,24.333333333333332
18,55,38.985476999999996,-86.990419,2020-01-01,NA,NA,Indiana,Greene,Not in a city,NA,NA,Parts per million,0.02769907819905213,NA,NA,13.333333333333334
6,57,39.233477,-121.055608,2020-01-01,NA,NA,California,Nevada,Grass Valley,NA,NA,Parts per million,0.031199987202925043,NA,NA,13.666666666666666
8,59,39.638781,-105.13948,2020-01-01,NA,NA,Colorado,Jefferson,Lakewood,NA,NA,Parts per million,0.03322434730538922,NA,NA,14.333333333333334
12,61,27.8492,-80.4554,2020-01-31,NA,NA,Florida,Indian River,Not in a city,NA,NA,Parts per million,0.02676421282051282,NA,NA,12.666666666666666
18,63,39.758707,-86.3985,2020-01-01,NA,NA,Indiana,Hendricks,Avon,NA,NA,Parts per million,0.02776487009063444,NA,NA,13
6,65,33.747236,-115.82012399999999,2020-01-01,NA,NA,California,Riverside,Joshua Tree National Monument,NA,NA,Parts per million,0.034016235772357725,NA,NA,14
2,68,63.723200000000006,-148.9676,2020-01-01,NA,NA,Alaska,Denali ,Not in a city,NA,NA,Parts per million,0.036942133333333335,NA,NA,31
6,69,36.483239999999995,-121.15688,2020-01-01,NA,NA,California,San Benito,Not in a city,NA,NA,Parts per million,0.035496671469740636,NA,NA,30
6,71,34.06957,-116.38893,2020-01-01,NA,NA,California,San Bernardino,Not in a city,NA,NA,Parts per million,0.03482883412322275,NA,NA,26.666666666666668
28,75,32.364565,-88.73149099999999,2020-02-29,NA,NA,Mississippi,Lauderdale,Meridian,NA,NA,Parts per million,0.03169433333333333,NA,NA,9
8,77,39.130575,-108.313835,2020-01-01,NA,NA,Colorado,Mesa,Palisade,NA,NA,Parts per million,0.03127994811320754,NA,NA,30
6,79,35.36631,-120.84271,2020-01-01,NA,NA,California,San Luis Obispo,Morro Bay,NA,NA,Parts per million,0.02778369920844327,NA,NA,12.666666666666666
28,81,34.264917,-88.766222,2020-02-29,NA,NA,Mississippi,Lee,Tupelo,NA,NA,Parts per million,0.025274935483870966,NA,NA,12.333333333333334
6,83,34.427775,-119.69121799999999,2020-01-01,NA,NA,California,Santa Barbara,Santa Barbara,NA,NA,Parts per million,0.029603923362175523,NA,NA,10.333333333333334
17,85,42.2869,-89.9997,2020-01-01,NA,NA,Illinois,Jo Daviess,Not in a city,NA,NA,Parts per million,0.030163447089947087,NA,NA,16
22,87,29.939614,-89.92388299999999,2020-01-01,NA,NA,Louisiana,St. Bernard,Meraux,NA,NA,Parts per million,0.028445150627615063,Parts per billion,0.8531989651515152,18
6,89,40.539989999999996,-121.57646,2020-01-01,NA,NA,California,Shasta,Not in a city,NA,NA,Parts per million,0.026178694285714284,NA,NA,18
12,91,30.426533,-86.666217,2020-01-01,NA,NA,Florida,Okaloosa,Fort Walton Beach,NA,NA,Parts per million,0.02915405303030303,NA,NA,17
22,93,29.99497,-90.817415,2020-01-01,NA,NA,Louisiana,St. James,Not in a city,NA,NA,Parts per million,0.02591185227272727,NA,NA,13.5
18,95,40.002511,-85.656391,2020-01-01,NA,NA,Indiana,Madison,Not in a city,NA,NA,Parts per million,0.02694376923076923,NA,NA,15.5
18,97,39.858889,-86.021389,2020-01-01,NA,NA,Indiana,Marion,Lawrence,NA,NA,Parts per million,0.023932643939393938,NA,NA,14
12,99,26.593808,-80.058492,2020-01-07,NA,NA,Florida,Palm Beach,Lantana,NA,NA,Parts per million,0.03160782575757576,NA,NA,19
5,101,35.832726,-93.20826,2020-01-01,NA,NA,Arkansas,Newton,Not in a city,NA,NA,Parts per million,0.031554771764705884,NA,NA,13
12,105,27.939746,-82.000084,2020-01-01,NA,NA,Florida,Polk,Lakeland,NA,NA,Parts per million,0.029831467032967032,Parts per billion,0.5231331744421907,21
6,107,36.48947,-118.82915,2020-01-01,NA,NA,California,Tulare,Not in a city,NA,NA,Parts per million,0.029160582781456952,NA,NA,13.5
36,109,42.400600000000004,-76.6538,2020-01-31,NA,NA,New York,Tompkins,Not in a city,NA,NA,Parts per million,0.030952666666666667,NA,NA,10.666666666666666
6,111,34.210169,-118.870509,2020-01-01,NA,NA,California,Ventura,Thousand Oaks,NA,NA,Parts per million,0.028699817647058822,NA,NA,19.666666666666668
5,113,34.454513999999996,-94.14352099999999,2020-01-01,NA,NA,Arkansas,Polk,Mena,NA,NA,Parts per million,0.028591438136826783,NA,NA,20.333333333333332
12,115,27.307267999999997,-82.570376,2020-01-01,NA,NA,Florida,Sarasota,Sarasota,NA,NA,Parts per million,0.03011314705882353,NA,NA,20.5
36,117,43.23086,-77.17135999999999,2020-02-01,NA,NA,New York,Wayne,Not in a city,NA,NA,Parts per million,0.03518038333333333,NA,NA,11
22,121,30.500642,-91.213556,2020-01-01,NA,NA,Louisiana,West Baton Rouge,Not in a city,NA,NA,Parts per million,0.026497167763157893,NA,NA,18.666666666666668
18,127,41.6175,-87.199167,2020-01-01,NA,NA,Indiana,Porter,Ogden Dunes (Wickliffe),NA,NA,Parts per million,0.025130843575418994,NA,NA,24
18,129,38.006409999999995,-87.71835399999999,2020-01-01,NA,NA,Indiana,Posey,Not in a city,NA,NA,Parts per million,0.02663810465116279,NA,NA,33
39,133,41.182466,-81.330486,2020-02-29,NA,NA,Ohio,Portage,Not in a city,NA,NA,Parts per million,0.03022265625,NA,NA,28
